MAP,nDCG@5,P@1,P@5,P@10,Recall@5,Recall@10,MRR,bpref
0.32423923535562343,0.7216199508353692,0.8333333333333334,0.6833333333333332,0.525,0.24333842871076916,0.3348557077280481,0.8333333333333334,0.3274957625811677
